Crisis ID,Type of Personal Crisis,What,Where,When,How,Severity,Duration
6222,Substance Abuse,substance abuse,"58204 Freeman Port, Port Joelville, NC 32147",21-02-2022 00:49,dependency,high,within 5 hours
6223,Health Issue,injury,"1637 Maria Keys Suite 833, South Justinbury, MT 69178",22-10-2020 11:35,health issue,low,within 5 hours
6224,Financial Problem,poverty,"0195 Danielle Mountains, Bergberg, NH 49797",22-02-2020 14:43,poverty,low,within 5 hours
6225,Relationship Issue,loneliness,"95348 Albert Club, Lake Kaitlynton, ID 94871",26-11-2023 09:26,family conflict,high,within 5 hours
6226,Financial Problem,poverty,"8299 Smith Keys Apt. 019, Jerryshire, ME 79765",13-06-2020 18:10,bankruptcy,low,within 4 hours
6227,Substance Abuse,substance abuse,"6344 Wells Port Suite 721, Bonillafurt, FL 59321",04-09-2020 01:09,drug abuse,very low,within 1 hour
6228,Financial Problem,bankruptcy,"027 Trujillo Fort Apt. 444, Deborahton, MA 07404",19-06-2021 10:39,money issue,very low,within 4 hours
6229,Financial Problem,financial problem,"833 Matthew Coves, Hoodfort, NE 72130",13-08-2020 08:44,debt,very low,within 1 hour
6230,Financial Problem,financial problem,"329 Philip Club, Michelleside, NM 81525",14-09-2023 16:20,bankruptcy,very low,within 5 hours
6231,Health Issue,health issue,"857 Lowe Court, Kennethland, FM 56489",07-11-2022 17:07,injury,very high,within 6 hours
6232,Health Issue,illness,"20534 Willis Island, Deanberg, WY 45350",28-08-2023 16:39,injury,moderate,within 3 hours
6233,Substance Abuse,addiction,"2914 Megan Stream Suite 543, Lake Alexanderview, WI 73534",06-09-2023 11:32,dependency,high,within 6 hours
6234,Substance Abuse,drug abuse,"7431 Keith Alley, Lewisburgh, SC 87980",25-11-2022 01:25,drug abuse,low,within 3 hours
6235,Substance Abuse,drug abuse,"753 Brian Lights, East Lindseyview, FM 50579",31-03-2021 23:36,drug abuse,very low,within 2 hours
6236,Mental Health Concern,mental health concern,"8458 Dudley Tunnel Suite 891, Rachelland, IA 49430",12-10-2021 07:52,trauma,moderate,within 2 hours
6237,Mental Health Concern,depression,"39653 Kimberly Shoal, Port Julie, NH 02108",21-07-2021 07:50,anxiety,low,within 4 hours
6238,Relationship Issue,divorce,"PSC 0224, Box 9302, APO AE 89810",02-10-2022 18:11,divorce,very high,within 3 hours
6239,Mental Health Concern,anxiety,"511 Shelly Garden, Lake Lisaland, GA 49120",05-10-2020 03:21,stress,very low,within 3 hours
6240,Mental Health Concern,depression,"993 Collins Wells Suite 098, Adamfurt, LA 74773",25-04-2020 02:50,stress,very low,within 3 hours
6241,Substance Abuse,drug abuse,"57341 Graham Ridges Apt. 829, East Mary, LA 18524",12-04-2023 23:20,addiction,very high,within 1 hour
6242,Mental Health Concern,trauma,"PSC 1603, Box 6751, APO AP 60199",23-07-2020 23:17,trauma,very high,within 6 hours
6243,Financial Problem,financial problem,"669 Anderson Knoll Apt. 912, North Cherylhaven, WY 21586",16-07-2020 08:06,bankruptcy,very low,within 4 hours
6244,Financial Problem,poverty,"87724 Jeffrey Harbor Suite 672, West Christine, MN 15848",01-08-2021 15:01,bankruptcy,very high,within 1 hour
6245,Substance Abuse,substance abuse,"22189 Paul Mountains Apt. 535, Port Dawnland, CT 04420",12-06-2021 07:21,dependency,high,within 2 hours
6246,Health Issue,injury,"9889 Kelly Ville Apt. 682, West Melanie, PW 32432",25-06-2023 09:20,sickness,high,within 5 hours
6247,Relationship Issue,breakup,"86184 Benjamin Trail Suite 003, Lake Tinaborough, IA 16093",08-04-2020 02:25,relationship issue,low,within 3 hours
6248,Financial Problem,bankruptcy,"17016 James Lock, Kristenport, GA 89606",26-04-2023 09:50,money issue,moderate,within 5 hours
6249,Financial Problem,financial problem,"801 Perry Forge Suite 033, Port Isaac, IN 32672",08-02-2020 03:34,financial problem,low,within 2 hours
6250,Mental Health Concern,depression,"002 Faulkner Parkways Apt. 117, Ritterfurt, OK 17376",24-07-2022 16:31,depression,very high,within 6 hours
6251,Substance Abuse,dependency,"76611 Nash Hollow, Lake Mikefurt, AK 42738",27-12-2023 10:12,alcoholism,moderate,within 4 hours
6252,Financial Problem,financial problem,"USNS Duran, FPO AA 31391",03-07-2021 05:35,money issue,low,within 3 hours
6253,Substance Abuse,dependency,"Unit 9629 Box 0781, DPO AE 87603",06-10-2020 21:19,dependency,very high,within 6 hours
6254,Financial Problem,financial problem,"75725 King Circle, Port Jeffrey, AZ 12666",31-01-2022 13:09,money issue,very low,within 5 hours
6255,Relationship Issue,loneliness,"392 Teresa Brooks, Johnchester, SD 24430",04-11-2020 00:30,family conflict,very low,within 5 hours
6256,Substance Abuse,substance abuse,"01922 Rebecca Parkways Apt. 227, Port Leslie, ID 99617",01-01-2021 23:27,addiction,very low,within 2 hours
6257,Health Issue,sickness,"3954 Gregory Mission Suite 817, Jonesland, PW 59292",22-05-2023 09:07,medical condition,high,within 3 hours
6258,Health Issue,sickness,"Unit 2980 Box 9186, DPO AA 70569",13-03-2022 05:44,medical condition,moderate,within 1 hour
6259,Health Issue,health issue,"98631 William Point, West Jenniferfort, MA 35030",07-03-2020 23:04,sickness,high,within 3 hours
6260,Mental Health Concern,stress,"3690 Morales Radial Suite 694, Port Amanda, CA 29074",31-08-2022 14:10,mental health concern,very high,within 2 hours
6261,Financial Problem,poverty,"600 Hess Course Suite 042, Christyburgh, GA 35568",11-12-2021 22:34,bankruptcy,low,within 4 hours
6262,Health Issue,illness,"51876 Gallagher Wall Suite 298, Janetton, WY 58557",30-08-2021 16:11,health issue,moderate,within 6 hours
6263,Mental Health Concern,depression,"PSC 4974, Box 9932, APO AP 94471",04-01-2022 06:15,stress,moderate,within 3 hours
6264,Health Issue,injury,"310 Brenda Mill, Port Brandon, NH 72869",06-09-2021 21:18,sickness,high,within 4 hours
6265,Health Issue,health issue,"8598 Eric Gardens Apt. 521, Scottshire, NY 56239",08-07-2022 01:36,medical condition,high,within 4 hours
6266,Health Issue,injury,"PSC 5374, Box 3833, APO AE 32176",02-01-2023 05:44,health issue,very low,within 5 hours
6267,Relationship Issue,relationship issue,"163 Ashley Mountains Suite 143, Karenport, ND 85570",23-03-2023 15:29,loneliness,low,within 1 hour
6268,Relationship Issue,relationship issue,"73043 Walker Station Suite 201, Port Jacqueline, ME 94714",11-02-2024 18:56,family conflict,low,within 4 hours
6269,Mental Health Concern,stress,"824 Martin Trace Suite 465, West Kimberlymouth, MD 59753",24-06-2022 19:50,trauma,very high,within 6 hours
6270,Health Issue,sickness,"3831 Vincent Ville, Danielfurt, UT 09385",20-10-2021 08:20,sickness,high,within 2 hours
6271,Financial Problem,financial problem,"928 Joseph Hill Suite 146, Ramirezfurt, AS 03240",04-11-2020 11:48,debt,moderate,within 1 hour
6272,Financial Problem,poverty,"0958 Meyers Roads, East Jenniferfort, VA 84758",29-12-2022 08:31,money issue,very low,within 6 hours
6273,Relationship Issue,divorce,"8628 Morgan Fork, Brittanyville, OH 13911",05-10-2022 19:35,relationship issue,low,within 3 hours
6274,Substance Abuse,substance abuse,"5311 Glover Ports Suite 319, West Christina, NJ 88554",14-09-2022 10:13,substance abuse,moderate,within 5 hours
6275,Mental Health Concern,stress,"1991 Strong Walks Suite 015, East April, NM 49362",28-08-2020 19:16,depression,low,within 5 hours
6276,Mental Health Concern,depression,"46186 Nancy Fields Apt. 933, Jamesland, MO 52372",01-08-2020 21:45,trauma,high,within 1 hour
6277,Relationship Issue,divorce,"95072 Joshua Extensions, Robertfurt, AR 25829",04-01-2021 19:02,loneliness,high,within 2 hours
6278,Relationship Issue,relationship issue,"Unit 0119 Box 9116, DPO AP 38124",17-02-2024 06:25,relationship issue,low,within 1 hour
6279,Substance Abuse,drug abuse,"54686 Bentley Coves Apt. 915, Bartonchester, IA 18562",13-12-2020 11:52,dependency,very high,within 4 hours
6280,Relationship Issue,divorce,"PSC 9063, Box 4269, APO AP 16700",20-07-2022 18:27,loneliness,very high,within 5 hours
6281,Financial Problem,bankruptcy,"47616 Joshua Parkway Suite 740, West Antoniomouth, ID 71851",01-12-2020 16:25,money issue,moderate,within 6 hours
6282,Relationship Issue,relationship issue,"6951 Harris Circle Apt. 818, West Patrick, PR 90222",04-01-2022 18:38,relationship issue,very high,within 2 hours
6283,Substance Abuse,substance abuse,"22701 Justin Track, Amandafurt, PA 02267",10-07-2023 22:00,substance abuse,high,within 4 hours
6284,Financial Problem,financial problem,"986 Kristin Lodge, Lauraland, DC 34990",13-07-2021 21:04,debt,low,within 4 hours
6285,Substance Abuse,dependency,"79628 Gloria Parkway Apt. 444, Lake Kevinton, SC 18044",07-11-2023 11:28,alcoholism,very high,within 2 hours
6286,Substance Abuse,addiction,"15517 Carrie Roads Suite 615, North Jacobborough, VT 85128",30-10-2020 04:09,substance abuse,high,within 1 hour
6287,Financial Problem,poverty,"79296 Rose Fork, South Christinaburgh, DE 91934",17-06-2022 19:26,money issue,high,within 5 hours
6288,Relationship Issue,loneliness,"454 Thomas Burg, Jonesbury, IL 69860",09-04-2022 15:12,loneliness,very low,within 3 hours
6289,Mental Health Concern,anxiety,"84789 Barr Wells Suite 320, New Deanna, VI 54005",06-06-2020 10:25,depression,high,within 1 hour
6290,Relationship Issue,divorce,"USCGC Brennan, FPO AE 70161",01-10-2023 16:37,family conflict,moderate,within 1 hour
6291,Health Issue,medical condition,"10172 Morris Junctions, Parkermouth, HI 83845",16-10-2020 18:10,medical condition,moderate,within 6 hours
6292,Mental Health Concern,stress,"3471 Wiggins Lane, New Courtney, AL 48354",23-02-2023 02:59,anxiety,low,within 5 hours
6293,Health Issue,injury,"5014 Sanchez Islands, Martinezmouth, MN 03643",13-12-2022 19:05,injury,high,within 2 hours
6294,Financial Problem,financial problem,"Unit 4729 Box 5761, DPO AA 58461",03-03-2022 14:15,financial problem,very low,within 5 hours
6295,Mental Health Concern,depression,"USS Christian, FPO AP 17486",28-06-2020 01:14,anxiety,moderate,within 1 hour
6296,Substance Abuse,dependency,"1836 Pittman Lakes, New Dianetown, VT 65064",06-09-2022 02:10,substance abuse,low,within 5 hours
6297,Health Issue,medical condition,"45014 Michael Crescent, Lake Elainemouth, CO 70826",20-03-2024 08:04,injury,low,within 1 hour
6298,Health Issue,injury,"6904 Conley Point, New Jill, AS 47756",09-10-2020 03:27,health issue,high,within 6 hours
6299,Health Issue,health issue,"8585 Johnson Passage, Nataliemouth, AZ 24973",19-03-2022 18:36,medical condition,low,within 5 hours
6300,Health Issue,health issue,"USCGC Banks, FPO AE 13060",12-10-2022 09:49,illness,very high,within 4 hours
6301,Health Issue,illness,"59590 Sanchez Inlet Apt. 863, North Ebony, KS 51875",16-08-2021 14:57,sickness,high,within 5 hours
6302,Financial Problem,bankruptcy,"Unit 3745 Box 9267, DPO AA 42469",29-02-2024 16:54,bankruptcy,high,within 3 hours
6303,Financial Problem,bankruptcy,"2071 Miller Keys Suite 027, East Sabrinafurt, DC 00742",21-03-2023 07:29,money issue,high,within 5 hours
6304,Health Issue,medical condition,"131 John Drive Suite 698, Singhborough, WV 10737",05-02-2021 00:37,sickness,low,within 6 hours
6305,Health Issue,illness,"726 Bennett Mount Apt. 962, Harperport, NM 81088",10-12-2022 12:11,medical condition,low,within 4 hours
6306,Health Issue,sickness,"3089 Christopher Street Apt. 726, Tanyafort, NY 30568",13-01-2021 10:34,health issue,very high,within 2 hours
6307,Health Issue,injury,"8526 Beth Alley Suite 505, West Sherryview, NM 31990",24-09-2021 07:38,illness,low,within 3 hours
6308,Financial Problem,debt,"794 Erik Plains Suite 505, Hamiltonside, SD 14250",30-05-2022 21:08,financial problem,high,within 6 hours
6309,Health Issue,sickness,"81172 Mejia Lakes Apt. 490, Port Thomastown, GU 79948",03-02-2024 00:10,health issue,low,within 3 hours
6310,Financial Problem,money issue,"PSC 3541, Box 9704, APO AA 25057",22-08-2022 05:12,financial problem,very low,within 3 hours
6311,Health Issue,health issue,"515 Clark Plaza Apt. 969, South Crystalshire, WY 66562",04-08-2023 19:13,medical condition,very low,within 3 hours
6312,Substance Abuse,substance abuse,"271 Jared Hollow, Andrewfurt, IL 65530",14-08-2022 03:02,addiction,moderate,within 1 hour
6313,Substance Abuse,drug abuse,"59623 Perkins Mount Apt. 388, West Donnatown, PR 56389",17-05-2021 19:18,substance abuse,very high,within 2 hours
6314,Relationship Issue,family conflict,"Unit 5115 Box 7806, DPO AE 64049",30-10-2023 10:49,breakup,moderate,within 6 hours
6315,Relationship Issue,breakup,"0359 Anna Lake Apt. 625, Byrdtown, MP 84457",02-05-2021 10:04,relationship issue,very high,within 6 hours
6316,Substance Abuse,drug abuse,"976 James Mall Apt. 906, Seanchester, NM 49328",04-06-2022 12:26,addiction,very low,within 6 hours
6317,Financial Problem,debt,"05884 Laura Prairie, South Kevin, GU 90156",28-04-2022 13:15,poverty,low,within 3 hours
6318,Substance Abuse,dependency,"9903 Burke Vista Apt. 136, Hahnville, MN 70729",27-07-2021 14:53,dependency,low,within 1 hour
6319,Health Issue,injury,"802 Barry Mission, Scotttown, AL 56177",13-07-2020 12:14,medical condition,very high,within 3 hours
6320,Substance Abuse,addiction,"4764 Gary Unions Suite 406, New Kylefort, WV 15618",26-10-2022 00:55,addiction,low,within 2 hours
6321,Financial Problem,bankruptcy,"55653 Michael Village, New Jon, SD 77961",09-05-2022 17:05,financial problem,moderate,within 1 hour
6322,Mental Health Concern,mental health concern,"72688 Alejandro Drive Suite 176, North Barry, LA 02846",16-11-2022 22:50,stress,very low,within 6 hours
6323,Relationship Issue,relationship issue,"PSC 5343, Box 8306, APO AE 72224",20-04-2020 22:25,relationship issue,very high,within 3 hours
6324,Mental Health Concern,mental health concern,"555 Flores Mills, New Christopher, TX 40440",28-11-2021 21:33,mental health concern,low,within 2 hours
6325,Substance Abuse,addiction,"6306 Cory Plains Apt. 453, Kimberlyfort, NJ 93359",20-05-2022 12:11,substance abuse,very low,within 1 hour
6326,Substance Abuse,drug abuse,"1072 Joseph Forks, South Leah, WV 84914",01-02-2023 11:03,alcoholism,very high,within 3 hours
6327,Health Issue,health issue,"1786 Gonzales Ford Suite 096, Port Christopher, MT 93789",09-06-2023 01:44,illness,very low,within 1 hour
6328,Health Issue,sickness,"4439 Anderson Roads Apt. 203, Alexandraview, OR 57061",06-11-2022 22:59,medical condition,high,within 3 hours
6329,Mental Health Concern,anxiety,"7942 Jeffery Views Suite 485, North Brenda, FM 36034",26-08-2022 08:18,depression,very high,within 6 hours
6330,Financial Problem,money issue,"87911 Hurley Springs, Brittanyburgh, NJ 34856",13-03-2022 16:10,bankruptcy,very low,within 5 hours
6331,Substance Abuse,dependency,"29484 Jeffrey Bypass Apt. 113, Abbotttown, WI 90309",28-09-2020 20:33,addiction,very low,within 4 hours
6332,Substance Abuse,alcoholism,"65674 Cindy Circle Apt. 049, North Michael, SC 27966",12-01-2020 03:09,alcoholism,very high,within 3 hours
6333,Mental Health Concern,mental health concern,"3012 Johnson Forges, Jasonview, NJ 61263",09-10-2020 23:44,stress,very high,within 2 hours
6334,Health Issue,medical condition,"4659 Robert Hill Apt. 271, South Jenna, VI 78634",10-02-2023 03:31,illness,very low,within 4 hours
6335,Substance Abuse,drug abuse,"697 Laura Corners, Dawnfurt, VT 94495",10-01-2021 01:31,addiction,very low,within 2 hours
6336,Mental Health Concern,mental health concern,"PSC 9535, Box 0145, APO AE 83374",16-04-2021 09:34,mental health concern,moderate,within 5 hours
6337,Financial Problem,money issue,"891 Carl Centers Apt. 186, Nicholastown, MS 35478",22-05-2021 23:06,bankruptcy,low,within 2 hours
6338,Financial Problem,debt,"224 Michael Streets, Malikmouth, MH 71472",01-06-2021 01:44,poverty,high,within 6 hours
6339,Substance Abuse,dependency,"194 Torres Coves Suite 028, West Brandon, MN 78614",19-12-2023 13:51,dependency,very high,within 4 hours
6340,Relationship Issue,family conflict,"76151 Guerrero Rue Apt. 252, Hubbardbury, OR 08820",01-09-2022 23:16,breakup,low,within 6 hours
6341,Relationship Issue,loneliness,"575 Scott Drives, North Alexanderstad, CO 62889",11-01-2020 05:52,relationship issue,moderate,within 1 hour
6342,Substance Abuse,dependency,"99977 Roberta Road, South Angela, MH 81771",20-01-2024 10:39,drug abuse,very high,within 4 hours
6343,Relationship Issue,family conflict,"952 Barry Meadow Apt. 462, Jeffreyville, CT 07189",19-01-2024 05:59,family conflict,very low,within 2 hours
6344,Substance Abuse,substance abuse,"4413 Carl Station Suite 238, Dorseyport, SD 49675",24-02-2024 04:01,alcoholism,very high,within 6 hours
6345,Mental Health Concern,stress,"623 Scott Ridges, Nicolehaven, NC 63997",02-06-2023 08:43,anxiety,very low,within 3 hours
6346,Relationship Issue,loneliness,"78861 Fitzgerald Key Apt. 717, Port Jonathanton, DE 89534",06-02-2021 02:21,breakup,low,within 6 hours
6347,Relationship Issue,divorce,"7062 Howard Avenue Suite 172, North Brittany, PW 08874",18-11-2022 19:05,breakup,moderate,within 2 hours
6348,Health Issue,illness,"83654 Allen Walks, Carrilloland, MS 46631",31-08-2023 03:23,medical condition,very low,within 5 hours
6349,Health Issue,injury,"81954 John Villages Suite 883, Ginachester, SC 16422",07-08-2023 01:17,sickness,very low,within 5 hours
6350,Mental Health Concern,trauma,"92484 Terry Ridge Suite 075, Mistytown, MS 72038",21-02-2024 01:51,depression,high,within 2 hours
6351,Relationship Issue,divorce,"58640 Mark Ridge Suite 104, South Jasmineborough, LA 05378",26-07-2020 21:05,loneliness,low,within 1 hour
6352,Mental Health Concern,trauma,"Unit 0287 Box 4182, DPO AA 96372",30-10-2023 18:11,trauma,low,within 3 hours
6353,Substance Abuse,alcoholism,"8515 Kristie Shoals Apt. 269, Lake Ruth, MO 10770",03-09-2023 10:24,drug abuse,high,within 2 hours
6354,Substance Abuse,alcoholism,"69393 Shane Oval, West Tinamouth, VT 76427",01-11-2022 10:29,alcoholism,very low,within 4 hours
6355,Mental Health Concern,trauma,"371 Jeffrey Radial Suite 672, New Christopher, AL 39719",11-03-2022 02:54,stress,moderate,within 6 hours
6356,Substance Abuse,dependency,"6464 Paul Glen, Keithborough, CA 73786",18-09-2023 21:14,addiction,high,within 5 hours
6357,Financial Problem,money issue,"8058 Howe Lodge, East Sarah, HI 51000",27-04-2021 04:18,poverty,high,within 5 hours
6358,Substance Abuse,drug abuse,"804 Williams Common Apt. 538, West Ryan, FL 78430",25-03-2020 12:27,dependency,moderate,within 6 hours
6359,Substance Abuse,addiction,"39668 Mcdonald Loaf, Stephaniemouth, DE 33681",20-05-2021 19:36,substance abuse,moderate,within 4 hours
6360,Mental Health Concern,depression,"4593 Simmons Squares Apt. 959, Port Monicaport, AZ 04183",16-05-2021 18:11,mental health concern,very high,within 6 hours
6361,Relationship Issue,divorce,"Unit 5976 Box 7109, DPO AP 94387",12-12-2021 17:03,divorce,low,within 2 hours
6362,Substance Abuse,substance abuse,"6822 William Villages Apt. 748, Khanfurt, NJ 68822",10-11-2022 19:14,dependency,low,within 4 hours
6363,Financial Problem,financial problem,"35071 Jessica Village, Mistymouth, ID 92840",06-11-2020 19:00,money issue,very low,within 5 hours
6364,Financial Problem,debt,"1676 Sabrina Parkways, Port Sandraland, FM 98154",22-06-2021 09:42,debt,moderate,within 2 hours
6365,Financial Problem,financial problem,"3011 Jones Branch, Stevenview, LA 62379",15-10-2022 04:01,bankruptcy,very high,within 5 hours
6366,Relationship Issue,relationship issue,"15998 Edward Junctions Suite 074, Lake Joan, UT 69179",25-12-2022 20:10,relationship issue,moderate,within 4 hours
6367,Financial Problem,poverty,"7570 Elizabeth Plains Suite 912, Markbury, SC 78902",02-11-2022 20:01,poverty,very high,within 3 hours
6368,Relationship Issue,loneliness,"11124 Davis Lane, South Amandafort, AR 05576",11-01-2022 08:02,loneliness,very low,within 4 hours
6369,Relationship Issue,relationship issue,"3005 Michelle Station, North Deborahside, FL 42698",02-03-2022 12:09,family conflict,very high,within 2 hours
6370,Substance Abuse,alcoholism,"8688 Craig Green Apt. 087, Michaelview, WY 88342",06-05-2022 06:28,alcoholism,very high,within 1 hour
6371,Relationship Issue,divorce,"1030 Gomez Motorway, Pottsmouth, MN 90464",18-03-2022 02:51,breakup,very low,within 3 hours
6372,Mental Health Concern,stress,"449 Charles Hill, Port Courtneyhaven, OR 33633",24-03-2023 04:47,depression,low,within 5 hours
6373,Health Issue,health issue,"498 Ware Crossing Apt. 380, Brownport, MP 99417",28-02-2020 16:59,medical condition,high,within 1 hour
6374,Substance Abuse,drug abuse,"PSC 5303, Box 2149, APO AA 23629",07-02-2024 09:24,drug abuse,very low,within 3 hours
6375,Substance Abuse,drug abuse,"3814 Matthew Path, West Jeremyton, GA 30370",30-07-2022 09:09,dependency,very high,within 2 hours
6376,Relationship Issue,loneliness,"8894 Jaime Port, Port Cody, NH 86794",04-07-2023 06:09,loneliness,very high,within 2 hours
6377,Financial Problem,poverty,"14264 Ross Manors, South Alicia, PW 32608",14-05-2023 01:41,financial problem,very high,within 2 hours
6378,Financial Problem,money issue,"355 Perez Gateway Apt. 192, Calderonshire, WY 68558",13-12-2023 05:34,debt,low,within 5 hours
6379,Health Issue,illness,"296 Erik Estate Apt. 647, North Cynthia, OK 61752",29-12-2020 21:52,sickness,high,within 5 hours
6380,Health Issue,injury,"32295 King Meadows Apt. 573, Taraberg, RI 29419",01-04-2022 19:25,medical condition,very high,within 6 hours
6381,Mental Health Concern,anxiety,"0406 Pugh Route Apt. 158, Stricklandchester, OK 97886",11-01-2022 14:46,anxiety,very low,within 4 hours
6382,Substance Abuse,alcoholism,"USS Stephens, FPO AE 60049",09-01-2023 00:19,addiction,very high,within 1 hour
6383,Relationship Issue,divorce,"92439 Cook Common Suite 119, North Megan, IA 75471",21-11-2020 11:05,loneliness,low,within 5 hours
6384,Substance Abuse,dependency,"45897 Dyer Inlet, Stephenborough, PW 95695",03-11-2023 18:23,substance abuse,very low,within 1 hour
6385,Relationship Issue,divorce,"5803 Zhang Gateway, Howardmouth, NE 80687",24-08-2021 11:00,relationship issue,very low,within 1 hour
6386,Mental Health Concern,stress,"641 Thomas Overpass, East Scott, VA 08445",28-12-2023 19:23,depression,moderate,within 5 hours
6387,Health Issue,injury,"48273 Maria Trace Apt. 990, Lake Brianside, VT 10651",04-07-2021 08:10,sickness,high,within 4 hours
6388,Health Issue,sickness,"70270 Higgins Estate Apt. 181, East Richardmouth, PA 72820",14-02-2020 14:02,medical condition,low,within 4 hours
6389,Health Issue,medical condition,"707 Kimberly Squares Suite 350, Millermouth, CT 74036",06-03-2021 18:58,health issue,very low,within 3 hours
6390,Relationship Issue,breakup,"175 Sherry Oval, East Ashleyland, AK 26738",10-10-2023 23:22,divorce,low,within 1 hour
6391,Relationship Issue,relationship issue,"USCGC Brown, FPO AA 24564",03-05-2022 07:30,divorce,high,within 4 hours
6392,Relationship Issue,divorce,"7012 Ashley Roads Apt. 295, West Shawnbury, MS 94145",06-11-2020 01:43,relationship issue,high,within 2 hours
6393,Financial Problem,financial problem,"13218 Francis Lodge, Diazstad, RI 31306",24-11-2022 06:01,debt,very low,within 6 hours
6394,Health Issue,illness,"24066 Parker Valley Suite 082, West David, GU 43043",22-09-2023 22:36,illness,very high,within 6 hours
6395,Relationship Issue,divorce,"52423 Perry Loop Apt. 560, West Michael, SD 75509",11-01-2020 10:58,relationship issue,high,within 1 hour
6396,Health Issue,sickness,"561 Cook Orchard Apt. 725, West Bruce, NM 26210",03-04-2024 03:08,medical condition,moderate,within 3 hours
6397,Substance Abuse,dependency,"64851 Donna Viaduct Apt. 194, North Johntown, VA 36776",23-06-2021 08:58,substance abuse,very low,within 6 hours
6398,Health Issue,health issue,"02733 Edward Causeway Suite 945, Norrismouth, MT 32237",25-10-2023 08:05,health issue,high,within 1 hour
6399,Health Issue,injury,"62711 Norris Causeway, Bellberg, FL 67049",21-09-2023 00:01,health issue,very low,within 4 hours
6400,Relationship Issue,breakup,"221 Walter Glens, Dunnville, MA 89474",16-01-2022 13:53,breakup,high,within 1 hour
6401,Health Issue,health issue,"947 Carrie Well, Port Raymond, MS 75026",30-11-2023 05:41,injury,low,within 6 hours
6402,Substance Abuse,dependency,"5649 Schroeder Mountain Suite 340, Port Jennifershire, PW 63640",17-06-2021 11:18,drug abuse,very high,within 6 hours
6403,Substance Abuse,substance abuse,"34188 Taylor Hill, New Nicole, MA 93783",23-12-2021 15:01,alcoholism,low,within 4 hours
6404,Substance Abuse,alcoholism,"36062 Vickie Forest Apt. 653, Port Dana, GA 79711",11-10-2022 08:17,substance abuse,very high,within 4 hours
6405,Mental Health Concern,mental health concern,"759 Todd Prairie, Phelpsmouth, PR 54210",26-01-2020 13:32,depression,very high,within 6 hours
6406,Health Issue,injury,"297 Matthew Groves, Stevensonshire, IA 60554",02-02-2023 18:21,illness,low,within 2 hours
6407,Mental Health Concern,anxiety,"USNS White, FPO AA 69163",28-12-2021 08:39,anxiety,high,within 6 hours
6408,Financial Problem,debt,"22877 Mason Square, Christopherville, SC 15356",08-05-2023 14:54,financial problem,low,within 3 hours
6409,Mental Health Concern,trauma,"92484 Stacey Ports Apt. 498, Christineshire, DE 09433",31-07-2022 19:57,stress,very high,within 1 hour
6410,Substance Abuse,alcoholism,"30970 Forbes Gardens, Lake Teresa, NJ 92706",06-07-2020 15:38,dependency,very low,within 5 hours
6411,Mental Health Concern,depression,"PSC 4217, Box 4925, APO AA 03463",19-09-2020 09:26,trauma,high,within 4 hours
6412,Relationship Issue,loneliness,"94262 Hinton Springs, Pamelamouth, DC 31253",09-10-2023 06:49,divorce,high,within 5 hours
6413,Financial Problem,money issue,"759 Hannah Trafficway Suite 039, Port Mary, CA 84772",13-10-2020 16:21,bankruptcy,high,within 5 hours
6414,Relationship Issue,divorce,"690 David Mews Apt. 289, New Timothyside, MI 93951",07-09-2021 10:18,loneliness,high,within 6 hours
6415,Substance Abuse,dependency,"030 Adam Way, North Aaron, CO 96271",19-12-2023 16:13,alcoholism,very low,within 6 hours
6416,Mental Health Concern,anxiety,"262 Simpson Rest Apt. 102, Newmanburgh, VI 47050",24-02-2022 04:02,stress,very high,within 1 hour
6417,Relationship Issue,divorce,"USCGC Aguilar, FPO AE 66376",17-12-2022 14:04,family conflict,low,within 5 hours
6418,Substance Abuse,drug abuse,"3840 Irwin Shoals, West Lisaland, ID 24409",13-02-2023 10:38,substance abuse,moderate,within 2 hours
6419,Relationship Issue,relationship issue,"2991 Jenkins Ville, Tiffanymouth, VA 27597",20-03-2023 08:39,family conflict,moderate,within 3 hours
6420,Substance Abuse,dependency,"2917 Angela Cape Apt. 427, Jacksontown, ID 28354",27-05-2021 06:21,drug abuse,moderate,within 5 hours
6421,Substance Abuse,dependency,"91432 Adams Square, Brandihaven, MT 20889",17-10-2023 07:19,addiction,moderate,within 6 hours
6422,Mental Health Concern,trauma,"4437 Nicholas Center Apt. 222, Gregorychester, VT 81887",15-05-2020 04:42,mental health concern,high,within 5 hours
6423,Substance Abuse,addiction,"0141 Newman Walks Apt. 694, West Charles, NE 23998",17-01-2022 23:01,dependency,moderate,within 6 hours
6424,Health Issue,sickness,"453 Juan Burg Suite 947, Garymouth, RI 67231",28-10-2023 08:23,health issue,high,within 2 hours
6425,Financial Problem,money issue,"03401 Allen Trail Suite 840, Kathleenstad, CO 44822",20-10-2022 07:34,financial problem,high,within 1 hour
6426,Financial Problem,poverty,"29981 Lori Cape Suite 048, Port Jacqueline, OH 15058",03-12-2020 06:53,bankruptcy,very low,within 4 hours
6427,Mental Health Concern,anxiety,"794 Hernandez Plain Suite 870, North Thomas, TN 41793",09-01-2022 04:31,depression,high,within 2 hours
6428,Financial Problem,financial problem,"17134 John Canyon Suite 995, Port Jamesbury, MP 55217",02-02-2024 18:26,financial problem,moderate,within 2 hours
